Link to course,subject ,Category link,Mode,Name,About,Price,Offered By,Duration,Availability
https://pll.harvard.edu/course/cybersecurity-intersection-policy-and-technology,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Cybersecurity: The Intersection of Policy and Technology,"An online executive program to explore how policy and technology, together, can address critical threats of the cyber world.","$4,800",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/transforming-service-delivery-21st-century-strategies-public-good,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Transforming Service Delivery for the 21st Century: Strategies for the Public Good,An online executive program to examine delivering quality public services in an efficient and equitable manner.,"$4,800",Harvard Kennedy School,2 weeks long,NA
https://pll.harvard.edu/course/hmx-pharmacology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,HMX Pharmacology,Learn how drugs and other therapeutics are used in the treatment and prevention of diseases and disorders.,$800 - $995,Harvard Kennedy School,Self-paced,Opens Jan 14
https://pll.harvard.edu/course/hmx-immunology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,HMX Immunology,Learn foundational concepts in immunology and gain a basis for understanding a broad range of medical conditions.,$800 - $995,Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/hmx-physiology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,HMX Physiology,Learn foundational concepts in physiology and see how the material is used in taking care of patients.,$800 - $995,Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/hmx-genetics,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,HMX Genetics,Learn foundational concepts in genetics and gain new insight into the rapidly evolving field of genomics.,$800 - $995,Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/genetic-testing-and-sequencing-technologies,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Genetic Testing and Sequencing Technologies,Explore genetic testing and its clinical applications.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/immuno-oncology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Immuno-oncology,See how the immune system is being used to improve cancer treatment.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/novel-therapies-chronic-inflammation-autoimmunity-and-allergy,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,"Novel Therapies for Chronic Inflammation, Autoimmunity, and Allergy",Learn how the immune system is harnessed to treat inflammation.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/drug-delivery,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Drug Delivery,Understand advances in drug delivery systems and approaches.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/cancer-genomics-and-precision-oncology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Cancer Genomics and Precision Oncology,Learn how cancer treatment is evolving due to advances in genetics.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/vaccines-and-viral-immunology,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Vaccines and Viral Immunology,Learn about developments in the creation of vaccines.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/gene-therapy,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Gene Therapy,Explore recent advances in gene therapy and learn about the implications for patient care.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/genetics-essentials,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Genetics – Essentials,"Learn key concepts in genetics, with an emphasis on genetic variation and inheritance of disease.","$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/drug-discovery-and-development,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Drug Discovery and Development,Understand advances in drug discovery and development and how new therapeutics are developed.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/pharmacology-essentials,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Pharmacology – Essentials,"Understand the principles governing how drugs impact the body, and see how these concepts apply to the treatment and prevention of disease.","$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/clinical-drug-development,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Clinical Drug Development,Learning about the process of clinical drug development has important implications for anyone working in health care and related sectors.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/nucleic-acid-therapeutics,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Nucleic Acid Therapeutics,This advanced course offers a unique way for professionals to learn from leading Harvard Medical School faculty and industry leaders about nucleic acid therapeutics.,"$995 - $1,490",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/management-essentials/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Management Essentials,"Master the tools and tactics you need to excel in decision-making, implementation, organizational learning, and change management to move your organization forward with this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,8 weeks long,Opens Jan 15
https://pll.harvard.edu/course/organizational-leadership-0/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Organizational Leadership,Elevate your leadership skills to take your organization to the next level in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,7 weeks long,Opens Jan 15
https://pll.harvard.edu/course/power-and-influence-positive-impact/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Power and Influence for Positive Impact,"Power and Influence for Positive Impact, a Harvard Business School (HBS) Online course, helps individuals develop their own power to gain influence and make an impact.","$1,850",Harvard Kennedy School,6 weeks long,Opens Jan 15
https://pll.harvard.edu/course/business-strategy/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Business Strategy,Start thinking like the top strategists with this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,6 weeks long,Opens Jan 15
https://pll.harvard.edu/course/digital-marketing-strategy-2/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Digital Marketing Strategy,Develop marketing strategies that reach and retain customers in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,6 weeks long,Opens Jan 15
https://pll.harvard.edu/course/business-and-climate-change/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Business and Climate Change,Prepare yourself and your organization for the business risks and opportunities created by climate change in this online course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,5 weeks long,Opens Jan 15
https://pll.harvard.edu/course/winning-digital-platforms/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Winning with Digital Platforms,Thrive in the age of digital platforms in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,5 weeks long,Opens Jan 15
https://pll.harvard.edu/course/big-data-social-good/2025-01,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Big Data for Social Good,"Think critically about social questions such as education policy, upward income mobility, and racial disparities, and understand how big data can answer these questions as well as impact policies that lead to improved outcomes around the world.",$950,Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/crypto-metaverse-blockchain-applications-real-estate,Computer Science,https://pll.harvard.edu/subject/computer-science,Online,From Crypto to the Metaverse: Blockchain Applications in Real Estate,"This short program will help you understand Blockchain technology, how it powers systems like Cryptocurrencies, NFTs and Metaverses, and what potential impact it may have in the Real Estate industry.",$450 - $500,Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/real-estate-investment-strategy-data-analytics-us-multifamily-rental-housing-niches-january,Business,https://pll.harvard.edu/subject/business,Online,Real Estate Investment Strategy & Data Analytics: US Multifamily & Rental Housing Niches in January 2025,Learn the state of US rental housing and gain the tools to form an integrated real estate investment perspective.,"$1,450 - $1,650",Harvard Kennedy School,3 days long,NA
https://pll.harvard.edu/course/mergers-and-acquisitions-strategy-execution-and-post-merger-management,Business,https://pll.harvard.edu/subject/business,In-Person,"Mergers and Acquisitions: Strategy, Execution, and Post-Merger Management","Lead and optimize the overall MandA process for your business, from identifying the right transactions to executing post-deal integration.","$17,500",Harvard Kennedy School,6 days long,Starts Jan 19
https://pll.harvard.edu/course/program-chairs-clinical-services-2,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Program for Chairs of Clinical Services,"This program brings together chairs of major clinical departments in teaching hospitals for intensive and systematic study of the leadership and management issues facing chairs, their departments, and teaching hospitals.","$11,500",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/harvard-business-analytics-program,Data Science,https://pll.harvard.edu/subject/data-science,In-Person,Harvard Business Analytics Program,"Designed for aspiring and established leaders in any industry, HBAP equips participants with the machine learning and data analysis tools they need to incorporate innovative tech into their business strategy, at the top levels of their organization.","$51,500",Harvard Kennedy School,Self-paced,Starts Jan 20
https://pll.harvard.edu/course/economics-managers/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Economics for Managers,"This course from Harvard Business School (HBS) Online will teach you how to approach pricing strategy, evaluate market demand, and differentiate offerings, so you can drive critical business decisions and successfully compete in the marketplace.","$1,850",Harvard Kennedy School,8 weeks long,Opens Jan 22
https://pll.harvard.edu/course/disruptive-strategy/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Disruptive Strategy,"Strengthen your capacity to make innovation a reality, and unlock your potential to create executive-level strategies, organize for innovation, and discover customer jobs to be done in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,6 weeks long,Opens Jan 22
https://pll.harvard.edu/course/leading-finance/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Leading with Finance,"Build an intuitive understanding of financial principles to better understand the market in which your organization operates, create and access value, and communicate with key stakeholders in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,6 weeks long,Opens Jan 22
https://pll.harvard.edu/course/health-care-strategy/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Health Care Strategy,Combine the best business strategies with the fundamentals of the health care sector.,"$1,600",Harvard Kennedy School,5 weeks long,NA
https://pll.harvard.edu/course/leading-professional-service-firms,Business,https://pll.harvard.edu/subject/business,In-Person,Leading Professional Service Firms,"Develop strategies and management approaches that balance client demands, employee satisfaction, and growth—and sustain a sound bottom line.","$17,500",Harvard Kennedy School,6 days long,Starts Jan 26
https://pll.harvard.edu/course/leadership-21st-century-campus,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Leadership for the 21st Century (On Campus),"This on campus executive program offers a stimulating and challenging curriculum that invites you to learn how to exercise leadership with more courage, skill and effectiveness.","$11,500",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/womens-leadership-initiative,Business,https://pll.harvard.edu/subject/business,In-Person,Women's Leadership Initiative,Fulfill your leadership potential and attain and flourish in leadership roles.,"$14,500",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/launching-tech-ventures/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Launching Tech Ventures,"Build a viable, valuable tech venture that can profitably scale in this course from Harvard Business School (HBS) Online.","$1,850",Harvard Kennedy School,5 weeks long,Opens Jan 29
https://pll.harvard.edu/course/business-analytics/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Business Analytics,Develop a data mindset and the analytical skills to interpret and communicate data while applying concepts to real business problems in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,8 weeks long,Opens Jan 29
https://pll.harvard.edu/course/leading-change-and-organizational-renewal-0/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Leading Change and Organizational Renewal,This course from Harvard Business School (HBS) Online will help you drive transformation in your organization by learning how to execute for today and innovate for tomorrow.,"$1,850",Harvard Kennedy School,6 weeks long,Opens Jan 29
https://pll.harvard.edu/course/leadership-organizing-and-action-leading-change,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,"Leadership, Organizing and Action: Leading Change","This program is designed to help leaders of civic associations, advocacy groups, and social movements learn how to organize communities that can mobilize power to make change.","$2,900",Harvard Kennedy School,14 weeks long,Starts Feb 3
https://pll.harvard.edu/course/senior-executive-fellows,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Senior Executive Fellows,Senior Executive Fellows is the unparalleled professional development program for public sector executives who want to sharpen their leadership and managerial skills.,"$25,800",Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/leading-through-changing-media-landscape-online,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Leading through the Changing Media Landscape (Online),Leading through the Changing Media Landscape (Online) is a new executive program designed to equip leaders in the public and private sector to be more successful in today’s media environment.,"$4,800",Harvard Kennedy School,2 weeks long,NA
https://pll.harvard.edu/course/core/2025-02,Business,https://pll.harvard.edu/subject/business,Online,CORe,This three-course program from Harvard Business School (HBS) Online will teach you the fundamental skills to confidently contribute to business decisions and decision-making.,"$2,650",Harvard Kennedy School,17 weeks long,NA
https://pll.harvard.edu/course/affordable-housing-essentials-how-design-develop-finance-properties-growing-cities-need/2025,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,"Affordable Housing Essentials: How to Design, Develop, & Finance Properties Growing Cities Need","This immersion into what is needed to create affordable housing will equip you with the tools to create properties, programs, and policies that address this growing challenge.","$1,700 - $1,900",Harvard Kennedy School,4 days long,NA
https://pll.harvard.edu/course/health-care-economics/2025-02,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Health Care Economics,"Taught by Harvard Medical School faculty, Health Care Economics, a Harvard Online course, provides insights into the economic forces are shaping US health care.","$1,600",Harvard Kennedy School,6 weeks long,NA
https://pll.harvard.edu/course/reducing-racial-disparities-health-care-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Online,Reducing Racial Disparities in Health Care,"In partnership with the Disparities Solutions Center at Massachusetts General Hospital, this course will help you deliver high-quality health care to all through organizational change.",$950,Harvard Kennedy School,5 weeks long,NA
https://pll.harvard.edu/course/leading-global-businesses-0,Business,https://pll.harvard.edu/subject/business,In-Person,Leading Global Businesses,Build and lead your global organization while boosting its ability to create and sustain advantage and adapt nimbly to changing conditions.,"$17,500",Harvard Kennedy School,6 days long,Starts Feb 16
https://pll.harvard.edu/course/crisis-leadership-higher-education,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Crisis Leadership in Higher Education,"This on-campus program will help you prepare for and respond to crises, develop protocols that minimize the potential for future occurrences, and inspire confidence in the long-term success and resilience of your institution.","$5,900",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/conflict-feedback-and-negotiation-health-care,Business,https://pll.harvard.edu/subject/business,Online,"Conflict, Feedback, and Negotiation in Health Care","Increase your competence in the critical management areas of navigating conflict, providing feedback, and skillfully approaching negotiations.","$2,600",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/launching-new-ventures-jump-starting-innovation-entrepreneurs-and-business-owners,Business,https://pll.harvard.edu/subject/business,In-Person,Launching New Ventures: Jump-Starting Innovation for Entrepreneurs and Business Owners,Delve into the entrepreneurial process and learn how to exploit disruptive opportunities to build successful businesses and product lines.,"$19,000",Harvard Kennedy School,7 days long,Starts Feb 23
https://pll.harvard.edu/course/strategic-management-regulatory-and-enforcement-agencies-0,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Strategic Management of Regulatory and Enforcement Agencies,"This is an intensive, 5 day executive program that examines the managerial and operational challenges faced by government officials and professionals who have regulatory, enforcement, security, compliance, or other risk-control responsibilities.","$4,800",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/foundations-private-equity-and-venture-capital,Business,https://pll.harvard.edu/subject/business,In-Person,Foundations of Private Equity and Venture Capital,Raise capital successfully for a new venture or first-time fund by being more effective across the structuring and fundraising process.,"$11,750",Harvard Kennedy School,4 days long,Starts Mar 2
https://pll.harvard.edu/course/womens-leadership-forum,Business,https://pll.harvard.edu/subject/business,In-Person,The Women's Leadership Forum,"Build a plan to lead with lasting impact and make the most of your talents in driving innovation, change, and growth.","$13,500",Harvard Kennedy School,5 days long,Starts Mar 3
https://pll.harvard.edu/course/private-equity-and-venture-capital,Business,https://pll.harvard.edu/subject/business,In-Person,Private Equity and Venture Capital,"Improve your firm's effectiveness at every stage of a deal by becoming a more strategic, disciplined, and successful investor.","$12,500",Harvard Kennedy School,4 days long,Starts Mar 5
https://pll.harvard.edu/course/leadership-senior-executives,Business,https://pll.harvard.edu/subject/business,In-Person,Leadership for Senior Executives,Become a motivational leader who can overcome today’s tough challenges and maximize the value of your company’s biggest asset: its people.,"$17,500",Harvard Kennedy School,6 days long,Starts Mar 9
https://pll.harvard.edu/course/strategic-negotiations-dealmaking-long-term,Business,https://pll.harvard.edu/subject/business,In-Person,Strategic Negotiations: Dealmaking for the Long Term,Orchestrate optimal deal-making processes that maximize value and sustain profitable relationships.,"$14,500",Harvard Kennedy School,6 days long,Starts Mar 9
https://pll.harvard.edu/course/building-legacy-family-office-wealth-management,Business,https://pll.harvard.edu/subject/business,In-Person,Building a Legacy: Family Office Wealth Management,Discover new approaches for managing and preserving family wealth and explore unique investment opportunities for high-net-worth families.,"$12,500",Harvard Kennedy School,4 days long,Starts Mar 9
https://pll.harvard.edu/course/management-and-leadership-skills-ehs-professionals-1/2025-03,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Management and Leadership Skills for EHS Professionals,Develop the management and leadership skills needed to meet environmental health and safety goals and organizational objectives. Integrate a culture of safety and sustainability into your organization.,"$3,200",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/leading-change-and-organizational-renewal,Business,https://pll.harvard.edu/subject/business,In-Person,Leading Change and Organizational Renewal,"Evolve and lead an organization that blends best practices, innovation, and evolutionary change to respond nimbly to shifting conditions.","$17,500",Harvard Kennedy School,6 days long,Starts Mar 16
https://pll.harvard.edu/course/climate-change-and-energy-policymaking-long-term,Science,https://pll.harvard.edu/subject/science,In-Person,Climate Change and Energy: Policymaking for the Long Term,This week-long executive program considers the facts about climate change and its impacts.,"$10,500",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/financial-management-health-care-non-financial-managers,Business,https://pll.harvard.edu/subject/business,Online,Financial Management in Health Care for Non-Financial Managers,"Learn financial management and control, and how to interact more effectively with finance personnel.","$2,200",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/driving-nonprofit-performance-and-innovation-virtual,Business,https://pll.harvard.edu/subject/business,Online Live,Driving Nonprofit Performance and Innovation—Virtual,Systematically measure and manage performance in ways that enhance your nonprofit organization's ability to deliver on its mission.,"$4,200",Harvard Kennedy School,9 days long,Starts Mar 20
https://pll.harvard.edu/course/driving-nonprofit-performance-and-innovation,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Driving Nonprofit Performance and Innovation,"In Harvard Kennedy School’s Driving Nonprofit Performance and Innovation online executive program, you will explore how to align mission and strategy through performance measurement.","$4,200",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/negotiation-strategies-building-agreements-across-boundaries,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Negotiation Strategies: Building Agreements Across Boundaries,"Negotiation Strategies: Building Agreement Across Boundaries is an online executive program that goes beyond other negotiation workshops to address the challenges of negotiating across cultures, organizations, and sectors.","$4,800",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/accelerated-leadership-program-0,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Accelerated Leadership Program,The Accelerated Leadership Program (ALP) is designed to provide participants with the knowledge and skills they need to successfully advance to the next level of leadership.,"$14,500",Harvard Kennedy School,4 days long,Starts Mar 24
https://pll.harvard.edu/course/leadership-crises,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Leadership in Crises,Leadership in Crises is an on campus executive program that will help you learn how to build the expertise needed to ensure a more successful crisis management process.,"$10,500",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/driving-digital-strategy,Business,https://pll.harvard.edu/subject/business,In-Person,Driving Digital Strategy,"Analyze how digital technologies are transforming industries, business models and marketing—and prepare to build your own digital strategy.","$14,500",Harvard Kennedy School,5 days long,Starts Mar 30
https://pll.harvard.edu/course/senior-executive-fellows/2025-03,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Senior Executive Fellows,Senior Executive Fellows is the unparalleled professional development program for public sector executives who want to sharpen their leadership and managerial skills.,"$25,800",Harvard Kennedy School,4 weeks long,NA
https://pll.harvard.edu/course/ascending-peak-finding-leader-within-virtual,Business,https://pll.harvard.edu/subject/business,Online Live,Ascending the Peak: Finding the Leader Within—Virtual,"Lead with courage and conviction through challenging times and toward worthy, positive change.","$5,750",Harvard Kennedy School,8 weeks long,Starts Apr 1
https://pll.harvard.edu/course/global-financial-system-structure-and-regulation,Business,https://pll.harvard.edu/subject/business,In-Person,The Global Financial System: Structure and Regulation,Gain important insight into the worldwide financial system and its implications for the legal sector.,"$10,000",Harvard Kennedy School,Self-paced,Starts Apr 2
https://pll.harvard.edu/course/leading-digital-era,Business,https://pll.harvard.edu/subject/business,In-Person,Leading in the Digital Era,"Drive growth by harnessing digital technologies and data analytics to build organizations that are agile, resilient, and sustainable.","$14,500",Harvard Kennedy School,1 week long,Starts Apr 6
https://pll.harvard.edu/course/women-and-power,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Women and Power,Women and Power is an intensive one-week on campus program designed to accelerate women's leadership advancement.,"$10,500",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/surgical-leadership,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,Blended,Surgical Leadership,"This Harvard Medical School one-year, application-based certificate program equips surgeons with the skills, strategies and confidence to take on greater leadership roles.","$17,900 - $18,900",Harvard Kennedy School,Self-paced,Starts Apr 8
https://pll.harvard.edu/course/succeeding-strategic-cfo/2025-04,Business,https://pll.harvard.edu/subject/business,In-Person,Succeeding as a Strategic CFO,"Become a strategic chief financial officer by developing advanced skills in finance, strategy, leadership, and communication.","$11,750",Harvard Kennedy School,4 days long,Starts Apr 23
https://pll.harvard.edu/course/preparing-be-corporate-director/2025-04,Business,https://pll.harvard.edu/subject/business,In-Person,Preparing to Be a Corporate Director,Prepare to make a strong and lasting contribution on your first corporate board as you delve into directors' roles and responsibilities.,"$11,750",Harvard Kennedy School,4 days long,Starts Apr 23
https://pll.harvard.edu/course/impactful-leadership-enhancing-your-strategic-influence,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Impactful Leadership: Enhancing your Strategic Influence,Enhance your ability to be an effective and influential leader who can drive results.,"$5,250",Harvard Kennedy School,Self-paced,Starts Apr 23
https://pll.harvard.edu/course/transforming-customer-experiences,Business,https://pll.harvard.edu/subject/business,In-Person,Transforming Customer Experiences,"Create service models that deliver strategic advantage while building satisfaction, commitment, and loyalty among clients and employees.","$14,500",Harvard Kennedy School,6 days long,Starts Apr 27
https://pll.harvard.edu/course/advancing-women-color-leadership,Business,https://pll.harvard.edu/subject/business,In-Person,Advancing Women of Color in Leadership,"Discover new ways to thrive at work, fulfill your goals, and contribute more to your organization as a woman of color.","$5,750",Harvard Kennedy School,4 days long,Starts Apr 27
https://pll.harvard.edu/course/strategies-inclusive-growth,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Strategies for Inclusive Growth,"Strategies for Inclusive Growth is a one-week, on-campus program from Harvard Kennedy School Executive Education.","$10,200",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/negotiation-strategies-building-agreements-across-boundaries/2025-04,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Negotiation Strategies: Building Agreements Across Boundaries,"Negotiation Strategies: Building Agreement Across Boundaries is an online executive program that goes beyond other negotiation workshops to address the challenges of negotiating across cultures, organizations, and sectors.","$10,500",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/women-boards-getting-and-adding-value-3,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Women on Boards: Getting On and Adding Value,"This program will put you on the path towards attaining a board position in health care and related industries. Gain direction, tools, and approaches for attaining a seat on a board of directors and being a successful board member","$3,800",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/infrastructure-market-economy-public-private-partnerships-climate-constrained-world,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Infrastructure in a Market Economy: Public-Private Partnerships in a Climate-Constrained World,This on-campus executive program from Harvard Kennedy School helps senior decision-makers address critical questions about public-private partnerships in infrastructure.,"$14,500",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/leadership-emerging-technology-security-strategy-risk,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,"Leadership in Emerging Technology: Security, Strategy & Risk","This on-campus executive program is designed to equip leaders with the technical, strategic, and policy foundations necessary to navigate these critical emerging technologies.","$10,500",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/strategic-leadership-enhancing-your-personal-effectiveness,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Strategic Leadership: Enhancing Your Personal Effectiveness,"This program is designed to help experienced leaders gain the tools needed to effectively resolve the difficult challenges you face, often on a daily basis. The program will introduce you to a new approach to leadership called “The 4P Framework”.","$5,300",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/leadership-strategies-evolving-health-care-executives-2,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Leadership Strategies for Evolving Health Care Executives,"Develop the health care leadership skills to achieve individual and organizational objectives. Gain the skills to lead more effectively, including conflict resolution, operational analysis, employee management, and quality management.","$4,850",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/persuasive-communication-narrative-evidence-and-impact,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,"Persuasive Communication: Narrative, Evidence, and Impact","Persuasive Communication is designed to help you build a critical set of skills in writing, speaking, and presentation by providing a dynamic forum to learn, practice, and receive feedback on these essential skills.","$4,800",Harvard Kennedy School,3 weeks long,NA
https://pll.harvard.edu/course/leading-health-systems-activating-transformational-change-0,Health & Medicine,https://pll.harvard.edu/subject/health-medicine,In-Person,Leading in Health Systems: Activating Transformational Change,Initiate and implement change in health care by leveraging meta-leadership.,"$3,100",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/high-potentials-leadership-program/2025-05,Business,https://pll.harvard.edu/subject/business,In-Person,High Potentials Leadership Program,Eliminate obstacles to growth by recognizing and overcoming challenges that arise as you take on broader leadership roles.,"$17,500",Harvard Kennedy School,6 days long,Starts May 18
https://pll.harvard.edu/course/leading-green-growth-economic-strategies-low-carbon-world,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Leading Green Growth: Economic Strategies for a Low-Carbon World,This one-week on-campus executive education program developed by Harvard Kennedy School provides a foundational understanding of decarbonization and its economic impact.,"$10,200",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/growing-purposeful-leader,Business,https://pll.harvard.edu/subject/business,In-Person,Growing as a Purposeful Leader,"Orient your business around a greater noble purpose, develop strategies to bring that purpose to life, and drive exceptional outcomes.","$17,500",Harvard Kennedy School,6 days long,Starts May 18
https://pll.harvard.edu/course/creating-brand-value,Business,https://pll.harvard.edu/subject/business,In-Person,Creating Brand Value,"Create, nurture, and evolve consumer brands and brand strategies that deliver value for and drive sustainable competitive advantage.","$11,750",Harvard Kennedy School,4 days long,Starts May 28
https://pll.harvard.edu/course/strategy-building-and-sustaining-competitive-advantage/2025-06,Business,https://pll.harvard.edu/subject/business,In-Person,Strategy: Building and Sustaining Competitive Advantage,"Look ahead, analyze strategic tradeoffs, and craft groundbreaking strategies for staying ahead of the competition—today and in the future.","$17,500",Harvard Kennedy School,6 days long,Starts Jun 1
https://pll.harvard.edu/course/authentic-leader-development/2025-06,Business,https://pll.harvard.edu/subject/business,In-Person,Authentic Leader Development,Increase your effectiveness as a leader and earn the trust of colleagues by leading from your own core vision and most deeply held values.,"$16,000",Harvard Kennedy School,6 days long,Starts Jun 1
