Link,Name,Availability,Mode,About Course,Duration,Number of meetings
https://www.conted.ox.ac.uk/courses/shops-and-shopping-the-architecture-of-the-high-street?code=O24P108HCJ,Shops and Shopping: The Architecture of the High Street,Available,In-person day/weekend- Short courses,This day school will examine the social role and architectural development of the High Street since its evolution in the 18th century to the development of the chain store in the late 19th century and the retreat of the High Street in the early 21st.,"Sat 19 Oct 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/digital-signal-processing-online?code=O24C008H7Y,Digital Signal Processing (online),Available,Online - live- Short courses- Professional development,"This online course explores DSP concepts and algorithms to develop your understanding of DSP principles and their implementation, equipping you to put ideas into practice and to tackle advanced aspects of DSP.","Mon 21 Oct 2024- 29 Nov 2024, 13:00-16:30",6 meetings
https://www.conted.ox.ac.uk/courses/technical-team-leadership-online?code=O24C058N2Y,Technical Team Leadership (online),Available,Online - live- Short courses- Professional development,Making the move from technical expert to business leader,"Mon 21 Oct 2024- 25 Oct 2024, 09:30am-11.30am (UK time)",NA
https://www.conted.ox.ac.uk/courses/neuropsychoanalysis?code=O24P197PCJ,Neuropsychoanalysis,Available,Online - live- Short courses,"An online day school presenting experimental and theoretical information for clinical and experimental psychologists, therapists, counsellors, psychiatrists and other clinicians, taking as a starting point that brain and mind are linked and overlapping.","Thu 24 Oct 2024, 10:00am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/de-gaulle-making-france-great-again?code=O24P212DSL,De Gaulle: Making France Great Again,Available,Online - live- Short courses- Lecture series- Hybrid - in person or online,"This talk focuses on the maverick foreign policy of Charles de Gaulle, which infuriated both superpowers. While showing military independence from the USA, he was no Soviet apologist, gratuitously insulting communism on a visit to Moscow.","Fri 25 Oct 2024, 2:00 - 3:15pm",NA
https://www.conted.ox.ac.uk/courses/six-flemish-masters?code=O24P113ARL,Six Flemish Masters,Available,Online - live- Short courses- Lecture series- Hybrid - in person or online,The Flemish Masters brought major changes to European art in the 15th century. Strong jewel-like colours and attention to minute detail became priorities in the creation of their work. Alice Foster explores the work of six masters in this lecture series.,"Fri 25 Oct 2024- 29 Nov 2024, 11:00am - 12:15pm",NA
https://www.conted.ox.ac.uk/courses/active-influencing-theory-and-practice?code=O24P175PCJ,Active Influencing: Theory and Practice,Available,In-person day/weekend- Short courses,"Providing practical tips and tools to help you to develop your active influencing skills in order to be better understood and more assertive, and to influence others effectively.","Sat 26 Oct 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/philosophy-and-climate-change?code=O24P180PHJ,Philosophy and Climate Change,Available,Online - live- Short courses- Hybrid - in person or online,"What moral responsibilities do we have, if any, to the planet, to future generations, and to protest? Join us in Oxford or online to explore the philosophy of climate change.","Sat 26 Oct 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/reading-the-past-early-modern-handwriting-and-palaeography?code=O24P156LHR,Reading the Past: Early Modern Handwriting and Palaeography,Available,In-person day/weekend- Short courses,"A weekend event in Oxford for those keen to undertake research using original historical documents to begin reading the scripts used in England post 1550. We will cover original sources such as property records, wills, accounts and correspondence.","Sat 26 Oct 2024- 27 Oct 2024, 9.45am Sat - 5.00pm Sun",NA
https://www.conted.ox.ac.uk/courses/human-and-veterinary-vaccinology?code=O24C002C9Y,Human and Veterinary Vaccinology,Available,Short intensive- Short courses- Professional development,"Develop your knowledge of human and veterinary vaccinology as we explore all aspects of vaccinology, from Edward Jenner to modern-day vaccines, with state-of-the-art teaching from leading experts.","Mon 28 Oct 2024- 01 Nov 2024, See programme details",NA
https://www.conted.ox.ac.uk/courses/mixing-it-up-understanding-and-using-mixed-methods-research-in-social-sciences?code=M24G002YOY,Mixing it up: understanding and using mixed methods research in social sciences,Available,Online - flexible- Professional development,An online course for researchers which critically discusses mixed methods approaches to social science analysis.,"Mon 28 Oct 2024- 20 Dec 2024, ",NA
https://www.conted.ox.ac.uk/courses/slori?code=M24G001XOY,The secret life of research interviewing: SLoRI,Available,Online - flexible- Short courses- Hybrid - in person or online,"Gain an understanding of the theoretical, practical and ethical practices an empirical researcher adopts when interviewing participants. Short course for postgraduate students.","Mon 28 Oct 2024- 20 Dec 2024, ",NA
https://www.conted.ox.ac.uk/courses/data-analysis-in-ecology-statistics-for-ecologists-field-biologists-5-week?code=O24C071D2Y,Data Analysis in Ecology: Statistics for Ecologists & Field Biologists (5-week),Available,Online - flexible- Professional development,A five-week tutor-led data analysis course taken entirely online. The course introduces you to the use of QED Statistics and R software.,"Wed 30 Oct 2024- 04 Dec 2024, 5 meetings",NA
https://www.conted.ox.ac.uk/courses/brandt-the-contradictions-of-ostpolitik?code=O24P213DSL,Brandt: The Contradictions of 'Ostpolitik',Available,Online - live- Short courses- Lecture series- Hybrid - in person or online,"Willy Brandt enjoyed electoral success at home and was hailed as a statesman abroad, but his more recent critics have argued that his diplomacy strengthened the repressive East German regime. This talk assesses Brandt’s contested legacy.","Fri 01 Nov 2024, 2:00 - 3:15pm",NA
https://www.conted.ox.ac.uk/courses/learn-to-write-flash-fiction?code=O24P142CRR,Learn to Write Flash Fiction,Available,Online - live- Short courses,"Short enough to write in a single day, flash fiction is an agile, innovative form that brings character, mood and language to the forefront. This online workshop is suitable for beginners and experienced writers.","Fri 01 Nov 2024- 02 Nov 2024, 2:00 - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/the-mozart-string-quartets?code=O24P160MSJ,The Mozart String Quartets,Available,In-person day/weekend- Short courses,"Explore the timeless elegance and profound depth of Mozart's string quartets. This immersive event will provide a comprehensive exploration of the quartets, shedding light on their historical context, compositional techniques and enduring significance.","Sat 02 Nov 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/the-witch-a-history?code=O24P133HIJ,The Witch: A History,Available,Online - live- Short courses- Hybrid - in person or online,"For thousands of years, humans have been fascinated by witches. Through four stimulating lectures, this hybrid day event examines how witches have been represented over time - from the classical world to modern times.","Sat 02 Nov 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/time-travel-and-wormholes-fact-or-fiction?code=O24P187PYJ,Time Travel and Wormholes: Fact or Fiction?,Available,In-person day/weekend- Short courses,"Explore the boundaries of physics and imagination in this day event focused on time travel and wormholes. Delve into spacetime warping, uncover theories like Tipler Cylinders and discuss paradoxes and the theoretical aspects of Einstein-Rosen bridges.","Sat 02 Nov 2024, 10:15am - 5:30pm",NA
https://www.conted.ox.ac.uk/courses/critical-thinking-for-business-online?code=O24C132N1Y,Critical Thinking for Business (online),Available,Online - live- Short courses- Professional development,The critical thinking habit is an essential component of successful business. An organisation whose members think critically is one which will benefit from improved decision-making capacities whilst avoiding costly mistakes.,"Mon 04 Nov 2024- 13 Nov 2024, 09:30 - 11:00 Mon & Wed",NA
https://www.conted.ox.ac.uk/courses/financial-analysis-and-analytics-online?code=O24C045N7Y,Financial Analysis and Analytics (online),Available,Online - live- Short courses- Professional development,Do you want to learn and speak the language of finance? Do you want to build expertise in practical financial analysis applications? Do you want to understand the pros and cons of data analytics and its potential using real-life business cases?,"Mon 04 Nov 2024- 15 Nov 2024, 7.00pm - 8.30pm (UK time)",4 meetings
https://www.conted.ox.ac.uk/courses/health-behaviour-change?code=O24C076B9Y,Health Behaviour Change,Available,Short intensive- Professional development,Exploring health behaviours and behaviour change to inform policy and practice,"Mon 04 Nov 2024- 08 Nov 2024, ",NA
https://www.conted.ox.ac.uk/courses/meta-analysis?code=O24C007B9Y,Meta-analysis,Available,Short intensive- Professional development,Basic and advanced statistical methods for meta-analysis.,"Mon 04 Nov 2024- 08 Nov 2024, ",NA
https://www.conted.ox.ac.uk/courses/qualitative-research-methods?code=O24C199B9Y,Qualitative Research Methods,Available,Short intensive- Professional development,"Bridging the gap between scientific evidence and clinical practice by exploring attitudes, beliefs and preferences of patients and practitioners.","Mon 04 Nov 2024- 08 Nov 2024, ",NA
https://www.conted.ox.ac.uk/courses/architecture-and-conquest-in-11th-century-england?code=O24P114ARL,Architecture and Conquest in 11th-Century England,Available,Online - live- Short courses- Lecture series- Hybrid - in person or online,"The Norman Conquest of England in 1066 brought about immense change, an important aspect of which was architectural. What does 'Anglo-Saxon' or 'Norman' mean when applied to architecture? Learn more at this hybrid lecture series.","Tue 05 Nov 2024- 10 Dec 2024, 11:00am - 12:15pm",NA
https://www.conted.ox.ac.uk/courses/systems-thinking-essentials-for-sustainability-and-social-impact?code=O24P189SOR,Systems Thinking Essentials for Sustainability and Social Impact,Available,Online - live- Short courses,An online workshop ideal for anyone curious to learn more about systems thinking or wanting to explore how systems thinking might help their organisation become more sustainable or enhance its positive social impact.,"Fri 08 Nov 2024- 09 Nov 2024, 10:00am - 1:00pm",NA
https://www.conted.ox.ac.uk/courses/tito-straddling-both-sides-in-the-cold-war?code=O24P214DSL,Tito: Straddling Both Sides in the Cold War,Available,Online - live- Short courses- Lecture series- Hybrid - in person or online,"Tito was a skilful political operator who purged his rivals at home and pursued a non-aligned foreign policy abroad. This lecture explores how, by navigating diplomatically between the Soviets and Americans, he did enough to please both sides.","Fri 08 Nov 2024, 2:00 - 3:15pm",NA
https://www.conted.ox.ac.uk/courses/circumcision-abortion-compulsory-vaccination-philosophy-of-bodily-integrity?code=O24P181PHR,"Circumcision, Abortion, Compulsory Vaccination: Philosophy of Bodily Integrity",Available,In-person day/weekend- Short courses,"What rights do we have over our own bodies? Is it morally acceptable to circumcise young children, perform abortions or compel people to vaccinate? This event with leading philosophers and researchers will explore these and other philosophical puzzles.","Sat 09 Nov 2024- 10 Nov 2024, 10.15am Sat - 1.00pm Sun",NA
https://www.conted.ox.ac.uk/courses/fun-and-games-entertainment-in-early-modern-england?code=O24P157LHJ,Fun and Games: Entertainment in Early Modern England,Available,In-person day/weekend- Short courses,"Join us in Oxford for an introduction to a fascinating and turbulent period of English history, viewed through the lens of what people did for fun and leisure.","Sat 09 Nov 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/literature-and-music-from-romanticism-to-the-jazz-age?code=O24P143LTJ,Literature and Music: From Romanticism to the Jazz Age,Available,In-person day/weekend- Short courses,"Writers and composers have always influenced one another, in every age. Explore these intertwined influences as the Romantic era gives way to the hedonism of the Jazz age in the aftermath of the First World War.","Sat 09 Nov 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/artificial-intelligence-for-cyber-security-online?code=O24C015H6Y,Artificial Intelligence for Cyber Security (online),Available,Online - live- Short courses- Professional development,A pioneering course that blends the domains of cyber security and artificial intelligence (AI). For existing cyber security professionals who want to understand the impact of AI and also for AI professionals who are interested in cyber security.,"Mon 11 Nov 2024- 22 Nov 2024, 14:00 - 18:30 (UK time)",6 meetings
https://www.conted.ox.ac.uk/courses/biological-therapeutics?code=O24C248B9Y,Biological Therapeutics,Available,Short intensive- Short courses- Professional development,"This five-day course focuses on emerging areas of medicine using nucleic acids as drugs and using treatments based on stem cells and bioengineered tissues, including the combined technologies reflecting uses of genetically modified stem cells.","Mon 11 Nov 2024- 15 Nov 2024, ",NA
https://www.conted.ox.ac.uk/courses/complex-reviews?code=O24C008B9Y,Complex Reviews,Available,Short intensive- Professional development,Developing a better understanding of the broader forms of evidence synthesis,"Mon 11 Nov 2024- 15 Nov 2024, ",NA
https://www.conted.ox.ac.uk/courses/emotional-intelligence-online?code=O24C026N3Y,Effective Leadership through Emotional Intelligence (online),Available,Online - live- Short courses- Professional development,"Emotional Intelligence (EI) is particularly relevant in today's commercial environment where change is inevitable and uncertainty is common. EI skills are shown to facilitate higher resilience levels, both in leaders and their teams.","Tue 12 Nov 2024- 15 Nov 2024, 11:00am - 12:30pm",4 meetings
https://www.conted.ox.ac.uk/courses/design-coding-for-sustainable-development?code=O24P320PAR,Design Coding for Sustainable Development,Available,Online - live- Short courses- Professional development- Hybrid - in person or online,How can design codes support more popular and sustainable development? How can local character be used to enhance cities? This course explains the concept of design codes and gives practical advice creating successful codes. Join us online or in Oxford.,"Wed 13 Nov 2024, 09:00- 16:30",1 meetings
https://www.conted.ox.ac.uk/courses/psychological-disorders?code=O24P198PCJ,Psychological Disorders,Available,Online - live- Short courses,"What is normal? What is psychopathological? This online day school will present theories about the origins of psychological disorders, symptoms and syndromes, historical perspectives and current treatment practices.","Thu 14 Nov 2024, 10:00am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/franco-from-axis-collaborator-to-unofficial-member-of-nato?code=O24P215DSL,Franco: From Axis Collaborator to Unofficial Member of NATO,Available,Online - live- Short courses- Lecture series- Hybrid - in person or online,"After the Allied victory in 1945, Francisco Franco sought to reinvent his foreign policy, achieving friendly terms with the US under the Eisenhower administration and pursuing economic ties with Europe. But did this move undermine his regime at home?","Fri 15 Nov 2024, 2:00 - 3:15pm",NA
https://www.conted.ox.ac.uk/courses/chipping-norton-archaeology-history-and-buildings?code=O24P100AHJ,"Chipping Norton: Archaeology, History and Buildings",Available,In-person day/weekend- Short courses,"Chipping Norton (Oxon) is a Cotswolds market town with a rich history, recently the subject of a major study by the Victoria County History. This day provides an overview of the latest research on the town’s archaeology, history and historic buildings.","Sat 16 Nov 2024, 9:45am - 5:15pm",NA
https://www.conted.ox.ac.uk/courses/creative-writing-story-development?code=O24P144CRR,Creative Writing: Story Development,Available,In-person day/weekend- Short courses,"A weekend exploring novel and short-story writing: genre, character development, research, plot development, scene-setting, metaphor, narrative voice, first-draft completion. A fun, interactive course for writers with some previous experience.","Sat 16 Nov 2024- 17 Nov 2024, 9.45am Sat - 5.00pm Sun",NA
https://www.conted.ox.ac.uk/courses/networks-and-cyber-security-an-introduction?code=O24P121COJ,Networks and Cyber Security: An Introduction,Available,In-person day/weekend- Short courses,"Discover the fundamental concepts, tools and techniques required to secure computer networks and data from cyber threats. For anyone seeking to gain the essential skills to secure their computer network and protect sensitive data from cyber-attacks.","Sat 16 Nov 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/advanced-emotional-intelligence-skills-for-business-online?code=O24C054N3Y,Advanced Emotional Intelligence Skills for Business (online),Available,Online - live- Short courses- Professional development,"This advanced course aims to develop individual emotional intelligence skills, facilitating new ways of looking at others around you, and, ultimately, help you to make better decisions, build more stable, creative teams, and increase revenue.","Tue 19 Nov 2024- 22 Nov 2024, 11:00-12:30 (UK time)",4 meetings
https://www.conted.ox.ac.uk/courses/technical-team-leadership?code=O24C058N4Y,Technical Team Leadership,Available,Short intensive- Short courses- Professional development,Making the move from technical expert to business leader,"Tue 19 Nov 2024- 20 Nov 2024, 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/technical-team-communication?code=O24C059N3Y,Technical Team Communication,Available,Short intensive- Short courses- Professional development,Good communication is key to achieving high performance in the workplace. Technical people need to communicate with multiple stakeholders using multiple communication methods. This course will cover how to excel in written and verbal communication.,"Thu 21 Nov 2024- 22 Nov 2024, 09:00 - 17:00",NA
https://www.conted.ox.ac.uk/courses/wilson-juggling-decolonisation-nato-and-eec-application?code=O24P216DSL,"Wilson: Juggling Decolonisation, NATO and EEC Application",Available,Online - live- Short courses- Lecture series- Hybrid - in person or online,"Harold Wilson’s foreign policy exemplified a transition from hard to soft power, at a time when Britain was prioritising domestic affairs. This lecture looks at Wilson’s foreign policy balancing act, and his decision to seek membership of the EEC.","Fri 22 Nov 2024, 2:00 - 3:15pm",NA
https://www.conted.ox.ac.uk/courses/history-of-oxford-from-early-medieval-settlement-to-post-industrial-city?code=O24P134HIJ,History of Oxford: From Early Medieval Settlement to Post-Industrial City,Available,In-person day/weekend- Short courses,"An intellectually stimulating survey of Oxford’s history, with an emphasis on economic change. Topics will include: urban origins, economic development before the University, the University’s impact, industrialisation and de-industrialisation.","Sat 23 Nov 2024, 9:45am - 5:30pm",NA
https://www.conted.ox.ac.uk/courses/net-zero-and-nature-positive-how-do-they-work-together?code=O24P190SOR,Net Zero and Nature Positive: How Do They Work Together?,Available,In-person day/weekend- Short courses,"How can we take forward action on nature loss at the same time as climate change? We will explore the latest thinking and action to integrate them, the role of net zero and nature positive initiatives internationally and who needs to be involved.","Sat 23 Nov 2024- 24 Nov 2024, 9.45am Sat - 5.00pm Sun",NA
https://www.conted.ox.ac.uk/courses/public-inquiry-workshop?code=O24P323PAR,Public Inquiry Workshop,Available,Short intensive- Short courses- Professional development,"Short course introducing potential witnesses and advocates to the techniques and procedures of public inquiries dealing with the historic environment, including preparing proofs of evidence. A mock inquiry will be staged.","Mon 25 Nov 2024- 27 Nov 2024, 3 meetings",NA
https://www.conted.ox.ac.uk/courses/exploring-cognition?code=O24P199PCJ,Exploring Cognition,Available,In-person day/weekend- Short courses,"We will take a brief look at the workings of the brain, and how psychologists describe the functions of attention, perception and memory. Explore how these processes can work to fool us, and what we have learned from dysfunction.","Fri 29 Nov 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/mick-aston-lecture-assemblies-in-the-early-middle-ages-a-landscape-perspective?code=O24P101AHJ,"Mick Aston Lecture: Assemblies in the Early Middle Ages, A Landscape Perspective",Available,Online - live- Short courses- Hybrid - in person or online,"Government and law present a difficult challenge for landscape archaeology. Yet, there is much that archaeology can contribute. This lecture discusses how the study of assembly places provides us with unique insights into early medieval society.","Fri 29 Nov 2024, 4:45 - 6:15pm",NA
https://www.conted.ox.ac.uk/courses/christmas-feasts-in-the-middle-ages?code=O24P145LTJ,Christmas Feasts in the Middle Ages,Available,In-person day/weekend- Short courses,"Christmas is coming. Think knights, banquets, carols and a massive Green man with an axe. Join us for a multidisciplinary feast of medieval merriment. We shall explore literary texts alongside historical accounts of the practice of feasting.","Sat 30 Nov 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/the-commons-across-cultures-exploring-shared-resources-past-and-present?code=O24P102AHJ,"The Commons across Cultures: Exploring Shared Resources, Past and Present",Available,Online - live- Short courses- Hybrid - in person or online,"This event examines the concept of the commons, with case studies from archaeology, anthropology and geography. It explores the things we share in common - language, knowledge, physical resources, and the forms of organisation needed to protect them.","Sat 30 Nov 2024, 10:15am - 5:30pm",NA
https://www.conted.ox.ac.uk/courses/the-craft-of-storytelling-structure-plot-and-narrative-momentum?code=O24P146CRR,"The Craft of Storytelling: Structure, Plot and Narrative Momentum",Available,In-person day/weekend- Short courses,This two-day introduction to the craft of storytelling will give you the key tools and insights needed to inspire and guide your own writing projects.,"Sat 30 Nov 2024- 01 Dec 2024, 9.45am Sat - 5.00pm Sun",NA
https://www.conted.ox.ac.uk/courses/statistics-for-clinical-trials?code=O24C006B9Y,Statistics for Clinical Trials,Available,Short intensive- Professional development,"Plan, execute and interpret the statistical analysis of clinical trials.","Mon 02 Dec 2024- 06 Dec 2024, ",NA
https://www.conted.ox.ac.uk/courses/managing-loss-in-the-historic-environment-ecocultural-approaches?code=O24P293PAR,Managing Loss in the Historic Environment: Ecocultural Approaches,Available,Online - live- Short courses- Professional development- Hybrid - in person or online,Can we re-frame heritage loss? This transdisciplinary course will explore how to manage transformative change in the historic environment to generate both ecological and cultural benefits. Join online or in-person to stay on top of emerging ideas.,"Tue 03 Dec 2024, 1 meetings",NA
https://www.conted.ox.ac.uk/courses/brain-and-behaviour-an-introduction?code=O24P200PCJ,Brain and Behaviour,Available,Online - live- Short courses,"An introduction to the brain, presenting the main topics of neuroscience. Biological theories are discussed in the context of psychology, covering basic brain neuroanatomy and linking it to human behaviour and mind functions such as learning and sleeping.","Thu 05 Dec 2024, 10:00am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/ai-governance-technology-ethics-and-institutions?code=O24P131DSJ,"AI Governance: Technology, Ethics and Institutions",Available,Online - live- Short courses- Hybrid - in person or online,"Discover the intricacies of Artificial Intelligence governance, exploring its multifaceted implications for international politics, economics, security, ethics and diplomacy. Join us in Oxford or online.","Sat 07 Dec 2024, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/film-noir-1940s-hollywood-cinema?code=O24P147LTJ,Film Noir: 1940s Hollywood Cinema,Available,In-person day/weekend- Short courses,"Film noir has continued to be an influential genre in contemporary storytelling. This day event will serve as an introduction to key features of film noir movies from the 1940s, and introduce some defining instances of the form.","Sat 07 Dec 2024, 10:15am - 5:30pm",NA
https://www.conted.ox.ac.uk/courses/machine-learning-with-python?code=O24P122COJ,Machine Learning with Python,Available,Online - live- Short courses,"Equipping you with practical skills in using Python for machine learning tasks. Covering many concepts and hands-on examples, the day delves into various machine learning algorithms, data preprocessing techniques, and model evaluation methods.","Sat 07 Dec 2024, 10:00am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/punctuation-grammar-spelling?code=O24P206SKJ,"Punctuation, Grammar and Spelling",Available,In-person day/weekend- Short courses,"Identify, explore and resolve common punctuation, grammar and spelling problems with this friendly and supportive study day in Oxford.","Sat 07 Dec 2024, 9:45am - 5:00pm",1 meetings
https://www.conted.ox.ac.uk/courses/advanced-creative-writing-online?code=O24P380CRV,Advanced Creative Writing (Online),Available,Online - flexible- Short courses,A practical course covering all aspects of novel writing from character creation and story development to final edit.,"Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/animal-behaviour-an-introduction-online?code=O24P572BIV,Animal Behaviour: An Introduction (Online),Available,Online - flexible- Short courses,"Why do animals behave the way they do? In this course we will look at the full range of behaviours found in the animal kingdom, from simple escape behaviours to complex tool use and their evolution.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/britain-and-its-empire-online?code=O24P392HIV,Britain and Its Empire (Online),Available,Online - flexible- Short courses,This course examines the rise and fall of the British Empire and its manifold legacies in Britain and beyond.,"Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/durer-to-bruegel-northern-renaissance-art-c1480-1580-online?code=O24P310ARV,Dürer to Bruegel: Northern Renaissance Art c.1480-1580 (Online),Available,Online - flexible- Short courses,"This course explores the riches of northern European art from c.1480 - 1580; artists including Dürer, Bosch, Holbein and Bruegel will be studied.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/introduction-to-philosophy-online?code=O24P327PHV,Introduction to Philosophy (Online),Available,Online - flexible- Short courses,"We think we know, but do we? We think we are free, but are we? We think our actions are moral, but are they? What is this reality we take ourselves to live in?  The oldest questions meet the newest technology in this online introduction to philosophy.","Wed 08 Jan 2025- 28 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/mammal-and-reptile-survey-methods?code=O24C059D2Y,Mammal and Reptile Survey Methods,Available,Online - flexible- Professional development,"Part-time over five weeks, this tutor-led training course can be taken from anywhere in the world. It will appeal to students and practitioners who want to improve their ability to conduct mammal and reptile surveys.","Wed 08 Jan 2025- 12 Feb 2025, 5 meetings",NA
https://www.conted.ox.ac.uk/courses/microeconomics-an-introduction-online?code=O24P348SOV,Microeconomics: An Introduction (Online),Available,Online - flexible- Short courses,"This course provides a detailed introduction to microeconomics. On completion of the course, students will have the ability to understand and apply the principles of microeconomics at first-year undergraduate level.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/philosophy-of-mind-online?code=O24P652PHV,Philosophy of Mind (Online),Available,Online - flexible- Short courses,"The philosophy of mind is concerned with questions about the nature of mind and the relation between our minds and the physical world. This course provides an introduction to the mind body problem, one of the most intractable problems in philosophy.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/psychology-an-introduction-online?code=O24P443PCV,Psychology: An Introduction (Online),Available,Online - flexible- Short courses,"This course introduces the science of psychology, exploring the richness of human functions, uncovering the brain's secrets and revealing its complexities. Studies from biological, psychodynamic, cognitive, behavioural and social approaches are presented.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/the-wars-of-the-roses-power-politics-and-personalities-online?code=O24P407HIV,"The Wars of The Roses: Power, Politics and Personalities (Online)",Available,Online - flexible- Short courses,The recent discovery of Richard III's remains in Leicester highlights the dynamic new research being conducted into the period known as the Wars of the Roses. This course asks students to engage with the latest work on this exciting and tumultuous period.,"Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/trollope-eliot-dickens-and-hardy-reading-victorian-fiction-online?code=O24P367LTV,"Trollope, Eliot, Dickens and Hardy: Reading Victorian Fiction (Online)",Available,Online - flexible- Short courses,"Madness, hilarity, doubt and devotion are just some of the many aspects of life explored in the huge wealth of Victorian fiction.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/who-are-the-celts-online?code=O24P639AHV,Who are the Celts? (Online),Available,Online - flexible- Short courses,"What do we really know about the Celtic world? These ancient communities left us  captivating artefacts and imposing earthworks, but also with more subtle clues from which we can tease out the origins of the peoples who have come to be known as the Celts.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/writing-lives-online?code=O24P339CRV,Writing Lives (Online),Available,Online - flexible- Short courses,"Is there a true story that only you can tell? This course is designed to provide you with the skills you need to turn experiences, recollections and real-life phenomena into literary works that are enjoyable and accessible to a wider audience.","Wed 08 Jan 2025- 21 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/british-popular-culture-1950-2025-the-story-of-our-generation?code=O24P116ARJ,"British Popular Culture, 1950-2025: The Story of Our Generation",Available,Online - live- Short courses- Hybrid - in person or online,"This is a dynamic multi-media day-school in which we will explore the evolution of popular culture from the 1950s to the present day, from the earliest stirrings of rock’n’roll youth culture, to the social media-saturated anxieties of our own time.","Sat 11 Jan 2025, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/the-power-of-music-why-it-matters-in-your-life?code=O24P161MSJ,The Power of Music: Why it Matters in Your Life,Available,In-person day/weekend- Short courses,"Music is all around us, woven into the fabric of our lives. Explore some of the properties of music that might hold the key to its power over our minds, our bodies, our social lives and even our souls at this day event in Oxford.","Sat 11 Jan 2025, 9:45am - 5:00pm",NA
https://www.conted.ox.ac.uk/courses/academic-literacy-online?code=O24P456SKV,Academic Literacy: An Introduction (Online),Available,Online - flexible- Short courses,"If you are new to higher education, or have not studied for some time, you may find it useful to brush up your reading, note-making and essay-writing skills, and to revisit the basic rules of punctuation and grammar.","Mon 13 Jan 2025- 28 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/age-of-revolution-online?code=O24P393HIV,Age of Revolution (Online),Available,Online - flexible- Short courses,Revolution was a powerful dynamic in European politics and society from 1789 to 1848. This course will examine this tremendous era of change.,"Mon 13 Jan 2025- 28 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/ancient-egypt-an-introduction-online?code=O24P637AHV,Ancient Egypt: An Introduction (Online),Available,Online - flexible- Short courses,"From royal pyramids, court artisans and powerful pharaohs, to grandiose temples, mysterious gods and foreign invasions, participants will experience the world of ancient Egypt, its highs and lows, and the rich tapestry of its culture.","Mon 13 Jan 2025- 28 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/contemporary-british-fiction-online?code=O24P450LTV,Contemporary British Fiction (Online),Available,Online - flexible- Short courses,"If you have ever been daunted by terms such as 'modernism', 'magic realism' or 'postmodern', this is the course for you.","Mon 13 Jan 2025- 28 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/critical-reading-online?code=O24P314LTV,Critical Reading (Online),Available,Online - flexible- Short courses,"This course is for anyone who would like to learn to read beneath the surface, pay attention to language and form, and become a critical reader.","Mon 13 Jan 2025- 28 Mar 2025, ",NA
https://www.conted.ox.ac.uk/courses/getting-started-in-creative-writing-online?code=O24P437CRV,Getting Started in Creative Writing (Online),Available,Online - flexible- Short courses,This course introduces the key characteristics of creative writing. You will be supported with stage-by-stage guidance as you assimilate and employ a range of critical and creative methods. The course includes tutor feedback and participant discussion.,"Mon 13 Jan 2025- 28 Mar 2025, ",NA
